university,career,insription_date,first_name,last_name,gender,age,postal_code,location,email
UNIVERSIDAD_DEL_SALVADOR,FARMACIA,2020-12-10,DENISE,SANCHEZ,F,7.0,[5743],LA ISABEL,HILLADAM@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,FARMACIA,2020-12-11,ROBERT,MUELLER,M,24.0,[4411],SEY,JONESSTEPHEN@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,FARMACIA,2020-12-12,JOEL,RICHARDSON,M,37.0,[4503],ARRAYANAL,SINGLETONJAMES@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,FARMACIA,2020-12-15,TRACY,YOUNG,F,-3.0,[9013],CAÑADON SECO,HTHOMAS@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,FARMACIA,2020-12-17,JEFF,BRYANT,M,2.0,[1605],CARAPACHAY,CRAIG17@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,FARMACIA,2020-12-18,WHITNEY,ROBINSON,F,-23.0,[7151],LANGUEYU,MICHAEL10@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,FARMACIA,2020-12-19,KIM,SILVA,F,-20.0,[7103],FARO SAN ANTONIO,IVAN36@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,FARMACIA,2020-12-22,JESSICA,BRANCH,F,-25.0,[5261],AGUA DEL SIMBOL,PERRYASHLEY@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,FARMACIA,2020-12-24,ANN,NGUYEN,F,40.0,[5710],LA PUNTA,ALEX32@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,FARMACIA,2020-12-26,MARY,TUCKER,F,28.0,[2615],LA GAMA,YSHAW@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,FARMACIA,2020-12-30,BRENDA,RAMOS,F,45.0,[7106],LAS TONINAS,SMORGAN@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,FARMACIA,2021-01-02,DONALD,HALL,M,9.0,[5331],ANDALUCIA,PATRICIA33@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,FARMACIA,2021-01-03,RICHARD,GRIFFIN,M,37.0,[3583],ISLA TIGRE,CLINTONTHOMAS@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,FARMACIA,2021-01-06,CRYSTAL,BOWMAN,F,-3.0,[4651],AGUA DE CASTILLA,JONATHAN51@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,FARMACIA,2021-01-08,ROBERT,DAVIS,M,11.0,"[5738, 3540]",AVANZADA,NLAWSON@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,FARMACIA,2021-01-09,NICHOLAS,CISNEROS,M,22.0,[5353],EL ZAPALLAR,RODNEYCOOLEY@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,FARMACIA,2021-01-11,DALE,ACOSTA,M,-12.0,[5590],ADRIAN MATURANO,KENNEDYAPRIL@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,FARMACIA,2021-01-13,JEREMY,DUNLAP,M,3.0,[7547],CASCADA,ASHLEY15@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,FARMACIA,2021-01-16,TIMOTHY,WARREN,M,3.0,[6317],LA FLORENCIA,JOHNSONSHEENA@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,FARMACIA,2021-01-18,GARY,CHANG,M,14.0,[6550],BOLIVAR,REGINA51@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,FARMACIA,2021-01-20,CARL,KRAMER,M,-29.0,[2352],AMBROSETTI,KRISTOPHER60@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,FARMACIA,2021-01-23,JOSEPH,BENNETT,M,25.0,[1923],ARROYO DEL PESCADO,JOHN96@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,FARMACIA,2021-01-27,JUDITH,MCCLAIN,F,-31.0,"[8201, 6660, 5615, 4242, 3363]",25 DE MAYO,MATAPAUL@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,FARMACIA,2021-01-28,MELISSA,LOVE,F,-10.0,[1759],GONZALEZ CATAN,SARA98@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,FARMACIA,2021-01-30,ANTHONY,GUTIERREZ,M,10.0,[3425],COSTA GRANDE,ANTHONYJOHNSON@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,FARMACIA,2021-01-31,MEGHAN,NELSON,F,33.0,[2313],COLONIA BERLIN,VKHAN@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,FARMACIA,2021-01-31,ROBERT,ORTEGA,M,26.0,[2115],COLONIA VALDEZ,MCDANIELMARK@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_ELECTRÓNICA,2020-09-02,KRISTEN,LONG,F,14.0,[2347],COLONIA MACKINLAY,BEARDMELINDA@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_ELECTRÓNICA,2020-09-04,JONATHAN,MCCARTHY,M,9.0,[6537],EL CAMOATI,SARAHMOONEY@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_ELECTRÓNICA,2020-09-06,STEVEN,ROMERO,M,-33.0,[7407],LIBANO,ANDERSONDEBRA@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_ELECTRÓNICA,2020-09-08,SHARON,SHEPARD,F,11.0,[1731],VILLARS,TAYLORJAMES@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_ELECTRÓNICA,2020-09-10,JONATHAN,KENNEDY,M,-11.0,[4634],ABRALAITE,JAMESJACKSON@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_ELECTRÓNICA,2020-09-11,JULIE,THOMPSON,F,30.0,[3476],EL REMANSO,THOMAS62@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_ELECTRÓNICA,2020-09-17,LORI,ROBERTS,F,20.0,[6623],INDACOCHEA,MURRAYDORIS@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_ELECTRÓNICA,2020-09-17,SAMUEL,BROOKS,M,34.0,[1834],TEMPERLEY,HANNAHWILLIAMS@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_ELECTRÓNICA,2020-09-20,CHRISTOPHER,GARCIA,M,-1.0,[5622],COLONIA JAUREGUI,DONNA62@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_ELECTRÓNICA,2020-09-23,BENJAMIN,PARKER,M,-30.0,[9050],GOBERNADOR MOYANO,DOMINGUEZKRISTINA@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_ELECTRÓNICA,2020-09-26,DANIEL,MULLINS,M,-11.0,[9217],CHOLILA,TROYCHARLES@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_ELECTRÓNICA,2020-09-28,TAMMY,KING,F,10.0,[7241],LA PORTEÑA,CARRILLOMARY@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_ELECTRÓNICA,2020-09-29,CARL,WASHINGTON,M,-25.0,[5703],6 DE SEPTIEMBRE,FOXMICHAEL@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_ELECTRÓNICA,2020-09-29,MATTHEW,BOLTON,M,24.0,[8328],ALLEN,THOMASOBRIEN@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_ELECTRÓNICA,2020-10-01,MADELINE,CARSON,F,-8.0,[6348],BOCAYUBA,CHRISTOPHER85@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_ELECTRÓNICA,2020-10-01,RYAN,CARLSON,M,-46.0,[2705],HARAS SAN JACINTO,JROMERO@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_ELECTRÓNICA,2020-10-11,MICHAEL,SPENCER,M,-5.0,[7130],CAMINERA SAMBOROMBON,JACK76@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_ELECTRÓNICA,2020-10-11,RICHARD,JONES,M,-42.0,[2630],FIRMAT,TERESA84@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_ELECTRÓNICA,2020-10-21,RODNEY,MOORE,M,23.0,[3014],ANGEL GALLARDO,ERICAROBINSON@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_ELECTRÓNICA,2020-10-25,MISTY,DAVIS,F,-6.0,[5624],KILOMETRO 47,EMILYLEE@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_ELECTRÓNICA,2020-10-28,GABRIELLE,WOOD,F,-19.0,[9409],ISLA GRAN MALVINA,KMORRIS@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_ELECTRÓNICA,2020-10-29,KAREN,GORDON,F,22.0,[1816],COLONIA SANTA ROSA,ROBERTTHOMAS@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_ELECTRÓNICA,2020-11-01,JAMES,DAVIS,M,24.0,[6330],ARTURO ALMARAZ,AARONJONES@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_ELECTRÓNICA,2020-11-03,CALEB,GARCIA,M,13.0,[3574],CAPILLA GUADALUPE NORTE,JUSTIN49@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_ELECTRÓNICA,2020-11-03,MEGHAN,WALLACE,F,41.0,[3309],ARROYO TOMAS,SCOTTTRAN@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_ELECTRÓNICA,2020-11-06,ROBERT,BROWN,M,13.0,[3309],ARROYO TOMAS,ROBINPERKINS@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_ELECTRÓNICA,2020-11-12,CHAD,GONZALES,M,-18.0,[7267],ALVAREZ DE TOLEDO,ROBERT24@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_ELECTRÓNICA,2020-11-12,JOSEPH,THOMAS,M,-38.0,[6032],BLANDENGUES,ERICWATERS@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_ELECTRÓNICA,2020-11-16,ANTHONY,BLAIR,M,3.0,[9001],CAÑADON FERRAIS,JEANETTEJOHNSON@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_ELECTRÓNICA,2020-11-19,ELIZABETH,SPARKS,F,-35.0,[6748],MEMBRILLAR,CLIN@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_ELECTRÓNICA,2020-11-27,ZACHARY,FISHER,M,-39.0,[7136],ADELA,KPRICE@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_ELECTRÓNICA,2020-11-28,EDWARD,WHEELER,M,-41.0,[7223],BONNEMENT,BURNETTBRIAN@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_ELECTRÓNICA,2020-12-06,REBECCA,HOLMES,F,3.0,"[5533, 6500, 3714, 5417, 5831, 3445]",9 DE JULIO,TYLERDECKER@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_ELECTRÓNICA,2020-12-08,WILLIAM,MALONE,M,51.0,"[5543, 3334]",3 DE MAYO,BLAKEGIBSON@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_ELECTRÓNICA,2020-12-10,CHERYL,CRUZ,F,-28.0,[1828],BANFIELD,CHARLENEBARKER@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_ELECTRÓNICA,2020-12-10,MICHELLE,SHAW,F,3.0,[1896],CAMINO CENTENARIO KM 11500,RAYMOND31@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_ELECTRÓNICA,2020-12-14,JOHN,LITTLE,M,41.0,[6311],CAMPO DE LOS TOROS,JSMITH@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_ELECTRÓNICA,2020-12-22,BRANDON,KENNEDY,M,11.0,[4561],LA CHINACA,FRANCES05@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_ELECTRÓNICA,2020-12-22,KEITH,MCFARLAND,M,-6.0,[5715],ARBOL VERDE,FRANKWIGGINS@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_ELECTRÓNICA,2020-12-27,PATRICIA,MORRIS,F,-39.0,[3164],COLONIA RIVAS,WOLFDANIELLE@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_ELECTRÓNICA,2020-12-31,ANDREW,ARROYO,M,18.0,[2743],ARROYO DULCE,CHARLES81@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_ELECTRÓNICA,2020-12-31,THERESA,THOMPSON,F,-5.0,[2121],PEREZ,ALLENMICHELLE@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_ELECTRÓNICA,2021-01-06,DAVID,COLLINS,M,22.0,[2848],BERISSO,PAMELABENJAMIN@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_ELECTRÓNICA,2021-01-07,ANDREA,TORRES,F,15.0,[1746],FRANCISCO ALVAREZ,ROBERTSMITH@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_ELECTRÓNICA,2021-01-07,SAMANTHA,SHARP,F,-43.0,"[4242, 5615, 3363, 6660, 8201]",25 DE MAYO,VARGASERICA@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_ELECTRÓNICA,2021-01-09,KENNETH,RODGERS,M,28.0,[1901],ESTACION MORENO,SEANHUNTER@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_ELECTRÓNICA,2021-01-09,LEAH,MORENO,F,-7.0,"[6600, 6720]",KILOMETRO 125,SJONES@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_ELECTRÓNICA,2021-01-12,DEBORAH,BARRY,F,-12.0,[7245],CAMPO SABATE,EHUNT@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_ELECTRÓNICA,2021-01-12,TONY,FIGUEROA,M,10.0,[1834],TEMPERLEY,MICHELEWILLIAMS@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_ELECTRÓNICA,2021-01-29,ABIGAIL,NEWTON,F,2.0,[8503],CHOCORI,PAULLEE@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_ELECTRÓNICA,2021-01-30,LISA,WEBB,F,-23.0,[7633],MAORI,AMANDACABRERA@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_ELECTRÓNICA,2021-01-30,SARAH,YOUNG,F,-2.0,[3501],CAMPO DE GALNASI,MELISSA85@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_EN_INFORMÁTICA,2020-09-04,JOYCE,FAULKNER,F,18.0,[1909],ARANA,MOORECHRISTOPHER@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_EN_INFORMÁTICA,2020-09-10,JOSHUA,PALMER,M,35.0,[7241],LA PORTEÑA,MARK21@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_EN_INFORMÁTICA,2020-09-12,ELIZABETH,FLETCHER,F,-5.0,[3283],COLONIA MABRAGAÑA,RCLARK@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_EN_INFORMÁTICA,2020-09-14,NICHOLAS,ALVAREZ,M,-20.0,[8307],COLONIA GOBERNADOR AYALA,SARAH42@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_EN_INFORMÁTICA,2020-09-16,KIM,TAYLOR,F,40.0,[8363],COLONIA JOSEFA,TRACIROMERO@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_EN_INFORMÁTICA,2020-09-19,MATTHEW,BASS,M,-38.0,[3180],DIEGO LOPEZ,JEFFREYMANNING@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_EN_INFORMÁTICA,2020-09-21,BRIAN,MORRISON,M,-21.0,[5750],ALTO DE LA LEÑA,PATRICK64@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_EN_INFORMÁTICA,2020-09-29,BRITTNEY,COLE,F,-12.0,[7135],COMANDANTE GIRIBONE,JAMESMAYER@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_EN_INFORMÁTICA,2020-09-29,BRITTNEY,SPARKS,F,-39.0,[4651],AGUA DE CASTILLA,ERICABOWERS@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_EN_INFORMÁTICA,2020-10-04,STEVEN,MARTIN,M,6.0,"[9105, 3481]",ANGOSTURA,BENJAMINANDERSON@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_EN_INFORMÁTICA,2020-10-05,PATRICK,JACKSON,M,-2.0,[2132],AERO CLUB ROSARIO,DEANNA37@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_EN_INFORMÁTICA,2020-10-06,CHAD,BOOKER,M,-14.0,"[5525, 4172, 3226]",BUENA VISTA,JENNIFERSANCHEZ@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_EN_INFORMÁTICA,2020-10-07,JESSE,RODRIGUEZ,M,-31.0,[2613],LA MOROCHA,URANGEL@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_EN_INFORMÁTICA,2020-10-08,DWAYNE,DENNIS,M,10.0,[3260],ARROYO MOLINO,ROBERTSONMORGAN@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_EN_INFORMÁTICA,2020-10-12,RACHAEL,RICHARDSON,F,38.0,[5557],CARACOLES,WALKERJAMES@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_EN_INFORMÁTICA,2020-10-12,RICKY,DELGADO,M,28.0,[1763],VIRREY DEL PINO,JUSTINCHAVEZ@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_EN_INFORMÁTICA,2020-10-13,STEVEN,CLEMENTS,M,-43.0,"[4701, 4113]",ACOSTILLA,KATHERINEVEGA@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_EN_INFORMÁTICA,2020-10-14,SHELLEY,COOPER,F,8.0,[2938],ALSINA,JMCGUIRE@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_EN_INFORMÁTICA,2020-10-20,CHARLENE,CUNNINGHAM,F,-26.0,[5881],CAÑADA LA NEGRA,HENRYLONNIE@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_EN_INFORMÁTICA,2020-10-20,MICHELLE,MEYER,F,13.0,[5449],AGUANGO,MARISAJOHNSON@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_EN_INFORMÁTICA,2020-10-21,BRUCE,LANDRY,M,-42.0,[8532],ARROYO SALADO,ODAVIS@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_EN_INFORMÁTICA,2020-10-21,JESSICA,FLORES,F,8.0,[5607],COLONIA BOMBAL Y TABANERA,JACKSONLINDSEY@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_EN_INFORMÁTICA,2020-10-29,BRIDGET,GARCIA,F,-31.0,[7003],ACEILAN,JGOMEZ@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_EN_INFORMÁTICA,2020-10-30,CONNOR,GOLDEN,M,34.0,[3162],ARANGUREN,LHINES@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_EN_INFORMÁTICA,2020-11-02,MELODY,FOSTER,F,6.0,[9211],CUSHAMEN,DODSONMICHAEL@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_EN_INFORMÁTICA,2020-11-05,MELANIE,FRANCO,F,49.0,[6279],BATAVIA,MARSHALLAMBER@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_EN_INFORMÁTICA,2020-11-06,JENNIFER,SCHWARTZ,F,1.0,[1907],EL PINO,HCAMACHO@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_EN_INFORMÁTICA,2020-11-06,JONATHAN,REYNOLDS,M,5.0,[6050],CUARTEL VII,LARRYDAVIS@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_EN_INFORMÁTICA,2020-11-10,MATTHEW,HOLT,M,2.0,[5372],NONOGASTA,BARBARA91@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_EN_INFORMÁTICA,2020-11-10,SHERRI,FRY,F,25.0,[8103],GARRO,WLAWSON@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_EN_INFORMÁTICA,2020-11-25,DALE,LONG,M,42.0,[1761],20 DE JUNIO,MATTHEW93@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_EN_INFORMÁTICA,2020-11-26,PAMELA,MAYO,F,51.0,"[4740, 5751]",AGUA SALADA,JULIEJONES@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_EN_INFORMÁTICA,2020-11-27,DEBBIE,CRAIG,F,-35.0,[2609],COLONIA MORGAN,DHARVEY@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_EN_INFORMÁTICA,2020-12-11,RYAN,SMITH,M,-20.0,[1663],MUÑIZ,CINDY93@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_EN_INFORMÁTICA,2020-12-13,ERIC,RANDOLPH,M,8.0,[8370],CAMINERA,DESTINYCOLLINS@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_EN_INFORMÁTICA,2020-12-13,MARK,LEWIS,M,-43.0,[9409],ISLA GRAN MALVINA,ZFROST@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_EN_INFORMÁTICA,2020-12-15,MARK,KLEIN,M,29.0,[6075],ARENAZA,JOSHUABENNETT@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_EN_INFORMÁTICA,2020-12-16,MICHEAL,STEIN,M,37.0,[2344],ACHAVAL RODRIGUEZ,DIAZRONALD@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_EN_INFORMÁTICA,2020-12-24,JOHN,JOHNSON,M,18.0,[3350],APOSTOLES,XDIAZ@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_EN_INFORMÁTICA,2020-12-24,MARK,HAMILTON,M,18.0,[4137],ABRA BAYA,ANDERSONROBERT@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_EN_INFORMÁTICA,2020-12-26,AUDREY,DILLON,F,8.0,[1742],PASO DEL REY,JENSENJENNIFER@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_EN_INFORMÁTICA,2020-12-26,BENJAMIN,HUGHES,M,0.0,[6053],EL PEREGRINO,ANGELA56@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_EN_INFORMÁTICA,2021-01-03,ROBERT,BUCHANAN,M,-44.0,[2449],AVENA,LAURA48@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_EN_INFORMÁTICA,2021-01-03,SIERRA,BAUER,F,6.0,[3574],CAPILLA GUADALUPE NORTE,ORTEGAMICHAEL@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_EN_INFORMÁTICA,2021-01-04,DONALD,BARTON,M,-5.0,[1642],SAN ISIDRO,CAMERON82@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_EN_INFORMÁTICA,2021-01-04,ERIC,GREENE,M,-10.0,[1849],CLAYPOLE,JANICEROBERTSON@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_EN_INFORMÁTICA,2021-01-05,KEVIN,SANCHEZ,M,10.0,[2745],GAHAN,NOAHDUNN@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_EN_INFORMÁTICA,2021-01-06,DONNA,MORENO,F,-32.0,[6701],CARLOS KEEN,UPITTMAN@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_EN_INFORMÁTICA,2021-01-09,AUSTIN,KLINE,M,-17.0,[4237],CORTADERAS,DUNCANJEFFREY@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_EN_INFORMÁTICA,2021-01-11,TRAVIS,KELLEY,M,0.0,[6743],COLIQUEO,MICHAEL43@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_EN_INFORMÁTICA,2021-01-16,WENDY,JENSEN,F,-4.0,[2943],IRENEO PORTELA,BECKY66@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_EN_INFORMÁTICA,2021-01-18,JAMES,WHITAKER,M,-45.0,[7612],CAMET,GREENJUAN@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_EN_INFORMÁTICA,2021-01-19,PATRICK,HILL,M,51.0,[6601],ALTAMIRA,JACOB66@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_EN_INFORMÁTICA,2021-01-23,JAMES,BROWN,M,10.0,[2185],CAMPO CRENNA,BRANDON33@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_EN_INFORMÁTICA,2021-01-24,HANNAH,WILLIAMS,F,44.0,[3507],LA EDUVIGIS,AMBER07@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_EN_INFORMÁTICA,2021-01-27,WHITNEY,COWAN,F,-34.0,[7208],CORONEL BOERR,GPEREZ@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_EN_INFORMÁTICA,2021-01-28,KIM,DANIELS,F,31.0,[3248],CARAGUATA,LARRYWILSON@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_EN_INFORMÁTICA,2021-01-29,KEVIN,CALDERON,M,16.0,[1921],ALVAREZ JONTE,ADAY@HOTMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_EN_INFORMÁTICA,2021-02-01,RENEE,WALKER,F,-20.0,[1815],ESCUELA AGRICOLA DON BOSCO,CBROWN@YAHOO.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_MECÁNICA,2020-09-01,TIFFANY,KNIGHT,F,45.0,[6533],ALFREDO DEMARCHI,BWARNER@GMAIL.COM
UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_MECÁNICA,2020-09-02,TAMMY,YOUNG,F,23.0,[5553],EMPALME FRONTERA,USHERMAN@GMAIL.COM
